SUB_ID,cohort,model_name,output_type,F1
MWC_108,MWC,enh400,Cluster,0.8823529411764706
MWC_29,MWC,enh400,Cluster,0.7261904761904762
MWC_126,MWC,enh400,Cluster,0.6330935251798561
MWC_58,MWC,enh400,Cluster,0.7441860465116279
MWC_69,MWC,enh400,Cluster,0.7407407407407407
MRS_9,MRi-Share,enh400,Voxel,0.5263157894736842
MRS_12,MRi-Share,enh400,Voxel,0.6181818181818182
MRS_13,MRi-Share,enh400,Voxel,0.512621359223301
MRS_16,MRi-Share,enh400,Voxel,0.6847826086956522
MRS_27,MRi-Share,enh400,Voxel,0.3893442622950819
MRS_31,MRi-Share,enh400,Voxel,0
MRS_37,MRi-Share,enh400,Voxel,0.7597955706984668
MRS_38,MRi-Share,enh400,Voxel,0.592274678111588
MWC_144,MWC,enh400,Voxel,0.6289734236581553
MWC_112,MWC,enh400,Voxel,0.7652568273686287
MWC_105,MWC,enh400,Voxel,0.7944590041183077
MWC_4,MWC,enh400,Voxel,0.8190304426965916
MWC_50,MWC,enh400,Voxel,0.8065421593546248
MWC_60,MWC,enh400,Voxel,0.8776022304832714
MWC_53,MWC,enh400,Voxel,0.616600790513834
MWC_63,MWC,enh400,Voxel,0.8340285098776183
MWC_64,MWC,enh400,Voxel,0.7972229784916962
MWC_55,MWC,enh400,Voxel,0.5574043261231281
MRS_9,MRi-Share,enh400,Cluster,0.6666666666666666
MRS_12,MRi-Share,enh400,Cluster,0.6666666666666666
MRS_13,MRi-Share,enh400,Cluster,0.6486486486486487
MRS_16,MRi-Share,enh400,Cluster,0.8
MRS_27,MRi-Share,enh400,Cluster,0.4375
MRS_31,MRi-Share,enh400,Cluster,0
MRS_37,MRi-Share,enh400,Cluster,0.9
MRS_38,MRi-Share,enh400,Cluster,0.4285714285714285
MWC_144,MWC,enh400,Cluster,0.8333333333333334
MWC_112,MWC,enh400,Cluster,0.8689655172413793
MWC_105,MWC,enh400,Cluster,0.8431372549019608
MWC_4,MWC,enh400,Cluster,0.4158415841584158
MWC_50,MWC,enh400,Cluster,0.7681159420289855
MWC_60,MWC,enh400,Cluster,0.5974025974025974
MWC_53,MWC,enh400,Cluster,0.7252747252747253
MWC_63,MWC,enh400,Cluster,0.5777777777777777
MWC_64,MWC,enh400,Cluster,0.6595744680851063
MWC_55,MWC,enh400,Cluster,0.7631578947368421
MRS_3,MRi-Share,enh400,Voxel,0.5982142857142857
MRS_26,MRi-Share,enh400,Voxel,0.5485714285714286
MRS_32,MRi-Share,enh400,Voxel,0.5915107256960292
MRS_36,MRi-Share,enh400,Voxel,0.4243697478991596
MRS_44,MRi-Share,enh400,Voxel,0.5565217391304348
MRS_45,MRi-Share,enh400,Voxel,0.6181818181818182
MWC_0,MWC,enh400,Voxel,0.771534512264689
MWC_113,MWC,enh400,Voxel,0.8404851563184167
MWC_101,MWC,enh400,Voxel,0.6134163208852006
MWC_19,MWC,enh400,Voxel,0.5165443190533582
MWC_115,MWC,enh400,Voxel,0.7003109980209217
MWC_2,MWC,enh400,Voxel,0.8433371780084583
MWC_37,MWC,enh400,Voxel,0.8622186959030583
MWC_56,MWC,enh400,Voxel,0.8209644973631273
MWC_6,MWC,enh400,Voxel,0.5554739162380602
MRS_3,MRi-Share,enh400,Cluster,0.6153846153846154
MRS_26,MRi-Share,enh400,Cluster,0.8888888888888888
MRS_32,MRi-Share,enh400,Cluster,0.7
MRS_36,MRi-Share,enh400,Cluster,0.64
MRS_44,MRi-Share,enh400,Cluster,0.4615384615384615
MRS_45,MRi-Share,enh400,Cluster,1
MWC_0,MWC,enh400,Cluster,0.7738095238095238
MWC_113,MWC,enh400,Cluster,0.8711656441717791
MWC_101,MWC,enh400,Cluster,0.7586206896551724
MWC_19,MWC,enh400,Cluster,0.6794871794871795
MWC_115,MWC,enh400,Cluster,0.8470588235294118
MWC_2,MWC,enh400,Cluster,0.8120300751879699
MWC_37,MWC,enh400,Cluster,0.6491228070175439
MWC_56,MWC,enh400,Cluster,0.6373626373626373
MWC_6,MWC,enh400,Cluster,0.5714285714285714
MRS_8,MRi-Share,enh400,Voxel,0.3851351351351351
MRS_21,MRi-Share,enh400,Voxel,0.4748201438848921
MRS_22,MRi-Share,enh400,Voxel,0.6052631578947368
MRS_23,MRi-Share,enh400,Voxel,0.6485260770975056
MRS_34,MRi-Share,enh400,Voxel,0.4854368932038835
MRS_50,MRi-Share,enh400,Voxel,0
MRS_46,MRi-Share,enh400,Voxel,0.5882352941176471
MWC_17,MWC,enh400,Voxel,0.691066006073198
MWC_114,MWC,enh400,Voxel,0.6964023935978467
MWC_27,MWC,enh400,Voxel,0.499359795134443
MWC_116,MWC,enh400,Voxel,0.6142517814726841
MWC_35,MWC,enh400,Voxel,0.7240031274433151
MWC_39,MWC,enh400,Voxel,0.8879367095917307
MWC_41,MWC,enh400,Voxel,0.8810121984441687
MWC_66,MWC,enh400,Voxel,0.7977754422841128
MWC_49,MWC,enh400,Voxel,0.8327978659189594
MWC_8,MWC,enh400,Voxel,0.5816966151274551
MWC_65,MWC,enh400,Voxel,0.735935397039031
MRS_8,MRi-Share,enh400,Cluster,0.625
MRS_21,MRi-Share,enh400,Cluster,0.7058823529411765
MRS_22,MRi-Share,enh400,Cluster,0.7058823529411765
MRS_23,MRi-Share,enh400,Cluster,0.5714285714285714
MRS_34,MRi-Share,enh400,Cluster,0.2222222222222222
MRS_50,MRi-Share,enh400,Cluster,0
MRS_46,MRi-Share,enh400,Cluster,0.5
MWC_17,MWC,enh400,Cluster,0.6545454545454545
MWC_114,MWC,enh400,Cluster,0.8229166666666666
MWC_27,MWC,enh400,Cluster,0.7804878048780488
MWC_116,MWC,enh400,Cluster,0.625
MWC_35,MWC,enh400,Cluster,0.6987951807228916
MWC_39,MWC,enh400,Cluster,0.6595744680851063
MWC_41,MWC,enh400,Cluster,0.7050359712230215
MWC_66,MWC,enh400,Cluster,0.7919463087248322
MWC_49,MWC,enh400,Cluster,0.6956521739130435
MWC_8,MWC,enh400,Cluster,0.7207207207207207
MWC_65,MWC,enh400,Cluster,0.7468354430379747
